mID,exp_date,exp_time,col,vol,file_path
409828,2018-12-14,14-47-35,1,5,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/409828_2018-12-14_14-47-35_processed_2025-08-08_16-27-52
416296,2018-11-05,14-13-21,2,1,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-11-05_14-13-21_processed_2025-08-08_16-27-42
416296,2018-11-06,10-41-36,3,1,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-11-06_10-41-36_processed_2025-08-08_16-27-42
416296,2018-11-06,12-19-49,3,2,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-11-06_12-19-49_processed_2025-08-08_16-27-42
416296,2018-11-14,10-20-29,5,1,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-11-14_10-20-29_processed_2025-08-08_16-27-42
416296,2018-11-15,10-41-12,2,2,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-11-15_10-41-12_processed_2025-08-08_16-27-42
416296,2018-11-15,12-10-20,2,3,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-11-15_12-10-20_processed_2025-08-08_16-27-42
416296,2018-11-16,10-57-02,1,1,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-11-16_10-57-02_processed_2025-08-08_16-27-42
416296,2018-11-16,12-27-27,4,1,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-11-16_12-27-27_processed_2025-08-08_16-27-42
416296,2018-11-19,10-44-43,3,3,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-11-19_10-44-43_processed_2025-08-08_16-27-42
416296,2018-11-19,12-17-21,3,4,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-11-19_12-17-21_processed_2025-08-08_16-27-42
416296,2018-11-29,10-32-33,2,4,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-11-29_10-32-33_processed_2025-08-08_16-27-42
416296,2018-11-29,12-08-40,2,5,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-11-29_12-08-40_processed_2025-08-08_16-27-42
416296,2018-11-30,13-10-57,3,5,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-11-30_13-10-57_processed_2025-08-08_16-27-42
416296,2018-11-30,14-41-49,4,2,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-11-30_14-41-49_processed_2025-08-08_16-27-42
416296,2018-12-03,11-11-50,4,3,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-12-03_11-11-50_processed_2025-08-08_16-27-42
416296,2018-12-03,12-42-43,4,4,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-12-03_12-42-43_processed_2025-08-08_16-27-42
416296,2018-12-04,12-17-47,5,2,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-12-04_12-17-47_processed_2025-08-08_16-27-42
416296,2018-12-04,13-45-25,5,3,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-12-04_13-45-25_processed_2025-08-08_16-27-42
416296,2018-12-05,11-31-44,5,4,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-12-05_11-31-44_processed_2025-08-08_16-27-42
416296,2018-12-05,13-02-39,5,5,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-12-05_13-02-39_processed_2025-08-08_16-27-42
416296,2018-12-07,13-19-39,4,5,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-12-07_13-19-39_processed_2025-08-08_16-27-42
416296,2018-12-10,10-42-05,1,2,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-12-10_10-42-05_processed_2025-08-08_16-27-42
416296,2018-12-10,12-22-21,1,3,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-12-10_12-22-21_processed_2025-08-08_16-27-42
416296,2018-12-11,11-29-26,1,4,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-12-11_11-29-26_processed_2025-08-08_16-27-42
416296,2018-12-11,12-57-17,1,5,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/416296_2018-12-11_12-57-17_processed_2025-08-08_16-27-42
427836,2019-02-19,15-16-54,1,1,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-02-19_15-16-54_processed_2025-08-08_16-27-18
427836,2019-02-20,13-54-22,1,2,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-02-20_13-54-22_processed_2025-08-08_16-27-18
427836,2019-02-20,15-19-38,1,3,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-02-20_15-19-38_processed_2025-08-08_16-27-18
427836,2019-03-21,12-30-14,1,4,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-03-21_12-30-14_processed_2025-08-08_16-27-18
427836,2019-04-15,12-26-38,1,5,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-04-15_12-26-38_processed_2025-08-08_16-27-18
427836,2019-04-15,13-59-10,2,1,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-04-15_13-59-10_processed_2025-08-08_16-27-18
427836,2019-04-16,14-31-12,3,1,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-04-16_14-31-12_processed_2025-08-08_16-27-18
427836,2019-04-16,15-58-17,3,2,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-04-16_15-58-17_processed_2025-08-08_16-27-18
427836,2019-04-17,13-08-38,4,1,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-04-17_13-08-38_processed_2025-08-08_16-27-18
427836,2019-04-17,14-40-45,4,2,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-04-17_14-40-45_processed_2025-08-08_16-27-18
427836,2019-04-18,11-48-17,5,1,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-04-18_11-48-17_processed_2025-08-08_16-27-18
427836,2019-04-18,13-14-46,5,2,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-04-18_13-14-46_processed_2025-08-08_16-27-18
427836,2019-04-22,12-36-06,2,2,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-04-22_12-36-06_processed_2025-08-08_16-27-18
427836,2019-04-22,14-06-13,2,3,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-04-22_14-06-13_processed_2025-08-08_16-27-18
427836,2019-04-23,13-02-41,3,3,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-04-23_13-02-41_processed_2025-08-08_16-27-18
427836,2019-04-23,14-29-17,3,4,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-04-23_14-29-17_processed_2025-08-08_16-27-18
427836,2019-04-24,13-06-45,4,3,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-04-24_13-06-45_processed_2025-08-08_16-27-18
427836,2019-04-25,12-16-58,5,3,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-04-25_12-16-58_processed_2025-08-08_16-27-18
427836,2019-04-25,13-49-39,5,4,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-04-25_13-49-39_processed_2025-08-08_16-27-18
427836,2019-04-26,12-54-40,2,4,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-04-26_12-54-40_processed_2025-08-08_16-27-18
427836,2019-04-26,14-23-32,2,5,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-04-26_14-23-32_processed_2025-08-08_16-27-18
427836,2019-04-29,13-36-17,4,4,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-04-29_13-36-17_processed_2025-08-08_16-27-18
427836,2019-04-29,15-02-53,4,5,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-04-29_15-02-53_processed_2025-08-08_16-27-18
427836,2019-04-30,10-29-22,3,5,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-04-30_10-29-22_processed_2025-08-08_16-27-18
427836,2019-04-30,15-10-52,5,5,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/427836_2019-04-30_15-10-52_processed_2025-08-08_16-27-18
438833,2019-03-08,14-59-45,1,1,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-03-08_14-59-45_processed_2025-08-08_16-28-11
438833,2019-03-12,15-10-30,1,2,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-03-12_15-10-30_processed_2025-08-08_16-28-11
438833,2019-03-13,13-47-04,1,3,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-03-13_13-47-04_processed_2025-08-08_16-28-11
438833,2019-03-13,15-17-01,1,4,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-03-13_15-17-01_processed_2025-08-08_16-28-11
438833,2019-03-14,14-18-27,1,5,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-03-14_14-18-27_processed_2025-08-08_16-28-11
438833,2019-03-14,15-45-30,2,1,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-03-14_15-45-30_processed_2025-08-08_16-28-11
438833,2019-03-15,15-31-03,2,2,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-03-15_15-31-03_processed_2025-08-08_16-28-11
438833,2019-03-19,15-15-54,3,1,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-03-19_15-15-54_processed_2025-08-08_16-28-11
438833,2019-03-20,15-17-34,4,1,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-03-20_15-17-34_processed_2025-08-08_16-28-11
438833,2019-03-21,14-08-14,5,1,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-03-21_14-08-14_processed_2025-08-08_16-28-11
438833,2019-03-22,12-48-55,2,3,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-03-22_12-48-55_processed_2025-08-08_16-28-11
438833,2019-03-22,14-15-29,2,4,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-03-22_14-15-29_processed_2025-08-08_16-28-11
438833,2019-03-25,13-35-06,3,2,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-03-25_13-35-06_processed_2025-08-08_16-28-11
438833,2019-03-25,15-10-31,3,3,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-03-25_15-10-31_processed_2025-08-08_16-28-11
438833,2019-03-26,13-10-05,4,2,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-03-26_13-10-05_processed_2025-08-08_16-28-11
438833,2019-03-26,14-44-46,4,3,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-03-26_14-44-46_processed_2025-08-08_16-28-11
438833,2019-03-27,11-33-05,5,2,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-03-27_11-33-05_processed_2025-08-08_16-28-11
438833,2019-03-27,14-24-07,5,3,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-03-27_14-24-07_processed_2025-08-08_16-28-11
438833,2019-03-28,11-31-08,3,4,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-03-28_11-31-08_processed_2025-08-08_16-28-11
438833,2019-03-28,13-07-35,3,5,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-03-28_13-07-35_processed_2025-08-08_16-28-11
438833,2019-03-29,13-14-43,4,4,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-03-29_13-14-43_processed_2025-08-08_16-28-11
438833,2019-03-29,14-55-11,4,5,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-03-29_14-55-11_processed_2025-08-08_16-28-11
438833,2019-04-01,14-39-42,5,4,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-04-01_14-39-42_processed_2025-08-08_16-28-11
438833,2019-04-01,16-10-33,5,5,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-04-01_16-10-33_processed_2025-08-08_16-28-11
438833,2019-04-02,12-00-00,2,5,/allen/programs/mindscope/workgroups/surround/v1dd_in_vivo_new_segmentation/ready_for_upload/438833_2019-04-02_12-00-00_processed_2025-08-08_16-28-11
